
running 649 tests
   5: webidl::should_write_same
             at .\tests\webidl.rs:44
   6: webidl::should_write_same_tests_defs_enum_webidl
             at .\tests\webidl.rs:38
   7: webidl::should_write_same_tests_defs_enum_webidl::closure$0
             at .\tests\webidl.rs:38
   8: core::ops::function::FnOnce::call_once<webidl::should_write_same_tests_defs_enum_webidl::closure_env$0,tuple$<> >
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\ops\function.rs:250
   9: core::ops::function::FnOnce::call_once
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\ops\function.rs:250
note: Some details are omitted, run with `RUST_BACKTRACE=full` for a verbose backtrace.

---- should_write_same_tests_defs_extended_attributes_webidl stdout ----
thread 'should_write_same_tests_defs_extended_attributes_webidl' panicked at 'assertion failed: `(left == right)`
  left: `"// Extracted from http://www.w3.org/TR/2015/WD-service-workers-20150205/\n\n[Global=(Worker,ServiceWorker), Exposed=ServiceWorker]\ninterface ServiceWorkerGlobalScope : WorkerGlobalScope {\n\n};\n\n// Conformance with ExtendedAttributeList grammar in http://www.w3.org/TR/WebIDL/#idl-extended-attributes\n// Section 3.11\n[IntAttr=0, FloatAttr=3.14, StringAttr=abc, IdentifierAttr=_null, IdentifiersAttr=(_null, _const), FloatList=(3.14)]\ninterface IdInterface {};\n\n// Extracted from http://www.w3.org/TR/2016/REC-WebIDL-1-20161215/#Constructor on 2017-5-18 with whitespace differences\n[\n  Constructor,\n  Constructor(double radius)\n]\ninterface Circle {\n  attribute double r;\n  attribute double cx;\n  attribute double cy;\n  readonly attribute double circumference;\n};\n\n// Extracted from https://heycam.github.io/webidl/#idl-annotated-types on 2017-12-15\n[Exposed=Window]\ninterface I {\n    attribute [XAttr] (long or Node) attrib;\n};\n"`,
 right: `"// Extracted from http://www.w3.org/TR/2015/WD-service-workers-20150205/\n\n[Global=(Worker,ServiceWorker), Exposed=ServiceWorker]\ninterface ServiceWorkerGlobalScope : WorkerGlobalScope {\n\n};\n\n// Conformance with ExtendedAttributeList grammar in http://www.w3.org/TR/WebIDL/#idl-extended-attributes\n// Section 3.11\n[IntAttr=0, FloatAttr=3.14, StringAttr=\"abc\", IdentifierAttr=_null, IdentifiersAttr=(_null, _const), FloatList=(3.14)]\ninterface IdInterface {};\n\n// Extracted from http://www.w3.org/TR/2016/REC-WebIDL-1-20161215/#Constructor on 2017-5-18 with whitespace differences\n[\n  Constructor,\n  Constructor(double radius)\n]\ninterface Circle {\n  attribute double r;\n  attribute double cx;\n  attribute double cy;\n  readonly attribute double circumference;\n};\n\n// Extracted from https://heycam.github.io/webidl/#idl-annotated-types on 2017-12-15\n[Exposed=Window]\ninterface I {\n    attribute [XAttr] (long or Node) attrib;\n};\n"`', tests\webidl.rs:44:5
stack backtrace:
   0: std::panicking::begin_panic_handler
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\std\src\panicking.rs:575
   1: core::panicking::panic_fmt
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:64
   2: core::fmt::Arguments::new_v1
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\fmt\mod.rs:403
   3: core::panicking::assert_failed_inner
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:258
   4: core::panicking::assert_failed<alloc::string::String,alloc::string::String>
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\panicking.rs:212
   5: webidl::should_write_same
             at .\tests\webidl.rs:44
   6: webidl::should_write_same_tests_defs_extended_attributes_webidl
             at .\tests\webidl.rs:38
   7: webidl::should_write_same_tests_defs_extended_attributes_webidl::closure$0
             at .\tests\webidl.rs:38
   8: core::ops::function::FnOnce::call_once<webidl::should_write_same_tests_defs_extended_attributes_webidl::closure_env$0,tuple$<> >
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\ops\function.rs:250
   9: core::ops::function::FnOnce::call_once
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\ops\function.rs:250
note: Some details are omitted, run with `RUST_BACKTRACE=full` for a verbose backtrace.

---- should_write_same_tests_defs_reflector_interface_webidl stdout ----
thread 'should_write_same_tests_defs_reflector_interface_webidl' panicked at 'assertion failed: `(left == right)`
  left: `"interface mixin Reflector {\n  [Reflect, ReflectOnly=on] attribute DOMString toggle;\n  // Parens may contain 2 to n values.\n  [Reflect=q, ReflectOnly=(anonymous, use-credentials)] attribute DOMString quarter;\n  [Reflect, ReflectRange=(1, 4)] attribute unsigned long span;\n};\n"`,
 right: `"interface mixin Reflector {\n  [Reflect, ReflectOnly=\"on\"] attribute DOMString toggle;\n  // Parens may contain 2 to n values.\n  [Reflect=q, ReflectOnly=(\"anonymous\", \"use-credentials\")] attribute DOMString quarter;\n  [Reflect, ReflectRange=(1, 4)] attribute unsigned long span;\n};\n"`', tests\webidl.rs:44:5
stack backtrace:
   0: std::panicking::begin_panic_handler
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\std\src\panicking.rs:575
   1: core::panicking::panic_fmt
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:64
   2: core::fmt::Arguments::new_v1
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\fmt\mod.rs:403
   3: core::panicking::assert_failed_inner
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:258
   4: core::panicking::assert_failed<alloc::string::String,alloc::string::String>
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\panicking.rs:212
   5: webidl::should_write_same
             at .\tests\webidl.rs:44
   6: webidl::should_write_same_tests_defs_reflector_interface_webidl
             at .\tests\webidl.rs:38
   7: webidl::should_write_same_tests_defs_reflector_interface_webidl::closure$0
             at .\tests\webidl.rs:38
   8: core::ops::function::FnOnce::call_once<webidl::should_write_same_tests_defs_reflector_interface_webidl::closure_env$0,tuple$<> >
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\ops\function.rs:250
   9: core::ops::function::FnOnce::call_once
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\ops\function.rs:250
note: Some details are omitted, run with `RUST_BACKTRACE=full` for a verbose backtrace.

---- should_write_same_tests_defs_mediacapture_streams_webidl stdout ----
thread 'should_write_same_tests_defs_mediacapture_streams_webidl' panicked at 'assertion failed: `(left == right)`
  left: `"[Exposed=Window,\n Constructor,\n Constructor(MediaStream stream),\n Constructor(sequence<MediaStreamTrack> tracks)]\ninterface MediaStream : EventTarget {\n    readonly        attribute DOMString id;\n    sequence<MediaStreamTrack> getAudioTracks();\n    sequence<MediaStreamTrack> getVideoTracks();\n    sequence<MediaStreamTrack> getTracks();\n    MediaStreamTrack? getTrackById(DOMString trackId);\n    undefined addTrack(MediaStreamTrack track);\n    undefined removeTrack(MediaStreamTrack track);\n    MediaStream clone();\n    readonly        attribute boolean active;\n                    attribute EventHandler onaddtrack;\n                    attribute EventHandler onremovetrack;\n};\n\n[Exposed=Window]\ninterface MediaStreamTrack : EventTarget {\n    readonly        attribute DOMString kind;\n    readonly        attribute DOMString id;\n    readonly        attribute DOMString label;\n                    attribute boolean enabled;\n    readonly        attribute boolean muted;\n                    attribute EventHandler onmute;\n                    attribute EventHandler onunmute;\n    readonly        attribute MediaStreamTrackState readyState;\n                    attribute EventHandler onended;\n    MediaStreamTrack clone();\n    undefined stop();\n    MediaTrackCapabilities getCapabilities();\n    MediaTrackConstraints getConstraints();\n    MediaTrackSettings getSettings();\n    Promise<undefined> applyConstraints(optional MediaTrackConstraints constraints = {});\n};\n\nenum MediaStreamTrackState {\n    live,\n    ended\n};\n\ndictionary MediaTrackSupportedConstraints {\n             boolean width = true;\n             boolean height = true;\n             boolean aspectRatio = true;\n             boolean frameRate = true;\n             boolean facingMode = true;\n             boolean resizeMode = true;\n             boolean volume = true;\n             boolean sampleRate = true;\n             boolean sampleSize = true;\n             boolean echoCancellation = true;\n             boolean autoGainControl = true;\n             boolean noiseSuppression = true;\n             boolean latency = true;\n             boolean channelCount = true;\n             boolean deviceId = true;\n             boolean groupId = true;\n};\n\ndictionary MediaTrackCapabilities {\n             ULongRange width;\n             ULongRange height;\n             DoubleRange aspectRatio;\n             DoubleRange frameRate;\n             sequence<DOMString> facingMode;\n             sequence<DOMString> resizeMode;\n             DoubleRange volume;\n             ULongRange sampleRate;\n             ULongRange sampleSize;\n             sequence<boolean> echoCancellation;\n             sequence<boolean> autoGainControl;\n             sequence<boolean> noiseSuppression;\n             DoubleRange latency;\n             ULongRange channelCount;\n             DOMString deviceId;\n             DOMString groupId;\n};\n\ndictionary MediaTrackConstraints : MediaTrackConstraintSet {\n             sequence<MediaTrackConstraintSet> advanced;\n};\n\ndictionary MediaTrackConstraintSet {\n             ConstrainULong width;\n             ConstrainULong height;\n             ConstrainDouble aspectRatio;\n             ConstrainDouble frameRate;\n             ConstrainDOMString facingMode;\n             ConstrainDOMString resizeMode;\n             ConstrainDouble volume;\n             ConstrainULong sampleRate;\n             ConstrainULong sampleSize;\n             ConstrainBoolean echoCancellation;\n             ConstrainBoolean autoGainControl;\n             ConstrainBoolean noiseSuppression;\n             ConstrainDouble latency;\n             ConstrainULong channelCount;\n             ConstrainDOMString deviceId;\n             ConstrainDOMString groupId;\n};\n\ndictionary MediaTrackSettings {\n             long width;\n             long height;\n             double aspectRatio;\n             double frameRate;\n             DOMString facingMode;\n             DOMString resizeMode;\n             double volume;\n             long sampleRate;\n             long sampleSize;\n             boolean echoCancellation;\n             boolean autoGainControl;\n             boolean noiseSuppression;\n             double latency;\n             long channelCount;\n             DOMString deviceId;\n             DOMString groupId;\n};\n\nenum VideoFacingModeEnum {\n    user,\n    environment,\n    left,\n    right\n};\n\nenum VideoResizeModeEnum {\n    none,\n    crop-and-scale\n};\n\n[Exposed=Window,\n Constructor(DOMString type, MediaStreamTrackEventInit eventInitDict)]\ninterface MediaStreamTrackEvent : Event {\n    [SameObject]\n    readonly        attribute MediaStreamTrack track;\n};\n\ndictionary MediaStreamTrackEventInit : EventInit {\n    required MediaStreamTrack track;\n};\n\npartial interface Navigator {\n    [SameObject, SecureContext]\n    readonly        attribute MediaDevices mediaDevices;\n};\n\n[Exposed=Window, SecureContext]\ninterface MediaDevices : EventTarget {\n                    attribute EventHandler ondevicechange;\n    Promise<sequence<MediaDeviceInfo>> enumerateDevices();\n};\n\n[Exposed=Window, SecureContext]\ninterface MediaDeviceInfo {\n    readonly        attribute DOMString deviceId;\n    readonly        attribute MediaDeviceKind kind;\n    readonly        attribute DOMString label;\n    readonly        attribute DOMString groupId;\n    [Default] object toJSON();\n};\n\nenum MediaDeviceKind {\n    audioinput,\n    audiooutput,\n    videoinput\n};\n\n[Exposed=Window] interface InputDeviceInfo : MediaDeviceInfo {\n    MediaTrackCapabilities getCapabilities();\n};\n\npartial interface Navigator {\n    [SecureContext]\n    undefined getUserMedia(MediaStreamConstraints constraints, NavigatorUserMediaSuccessCallback successCallback, NavigatorUserMediaErrorCallback errorCallback);\n};\n\npartial interface MediaDevices {\n    MediaTrackSupportedConstraints getSupportedConstraints();\n    Promise<MediaStream> getUserMedia(optional MediaStreamConstraints constraints = {});\n};\n\ndictionary MediaStreamConstraints {\n             (boolean or MediaTrackConstraints) video = false;\n             (boolean or MediaTrackConstraints) audio = false;\n};\n\ncallback NavigatorUserMediaSuccessCallback = undefined (MediaStream stream);\n\ncallback NavigatorUserMediaErrorCallback = undefined (MediaStreamError error);\n\ntypedef object MediaStreamError;\n\ndictionary DoubleRange {\n             double max;\n             double min;\n};\n\ndictionary ConstrainDoubleRange : DoubleRange {\n             double exact;\n             double ideal;\n};\n\ndictionary ULongRange {\n             [Clamp] unsigned long max;\n             [Clamp] unsigned long min;\n};\n\ndictionary ConstrainULongRange : ULongRange {\n             [Clamp] unsigned long exact;\n             [Clamp] unsigned long ideal;\n};\n\ndictionary ConstrainBooleanParameters {\n             boolean exact;\n             boolean ideal;\n};\n\ndictionary ConstrainDOMStringParameters {\n             (DOMString or sequence<DOMString>) exact;\n             (DOMString or sequence<DOMString>) ideal;\n};\n\ntypedef ([Clamp] unsigned long or ConstrainULongRange) ConstrainULong;\n\ntypedef (double or ConstrainDoubleRange) ConstrainDouble;\n\ntypedef (boolean or ConstrainBooleanParameters) ConstrainBoolean;\n\ntypedef (DOMString or sequence<DOMString> or ConstrainDOMStringParameters) ConstrainDOMString;\n\ndictionary Capabilities {\n};\n\ndictionary Settings {\n};\n\ndictionary ConstraintSet {\n};\n\ndictionary Constraints : ConstraintSet {\n             sequence<ConstraintSet> advanced;\n};\n"`,
 right: `"[Exposed=Window,\n Constructor,\n Constructor(MediaStream stream),\n Constructor(sequence<MediaStreamTrack> tracks)]\ninterface MediaStream : EventTarget {\n    readonly        attribute DOMString id;\n    sequence<MediaStreamTrack> getAudioTracks();\n    sequence<MediaStreamTrack> getVideoTracks();\n    sequence<MediaStreamTrack> getTracks();\n    MediaStreamTrack? getTrackById(DOMString trackId);\n    undefined addTrack(MediaStreamTrack track);\n    undefined removeTrack(MediaStreamTrack track);\n    MediaStream clone();\n    readonly        attribute boolean active;\n                    attribute EventHandler onaddtrack;\n                    attribute EventHandler onremovetrack;\n};\n\n[Exposed=Window]\ninterface MediaStreamTrack : EventTarget {\n    readonly        attribute DOMString kind;\n    readonly        attribute DOMString id;\n    readonly        attribute DOMString label;\n                    attribute boolean enabled;\n    readonly        attribute boolean muted;\n                    attribute EventHandler onmute;\n                    attribute EventHandler onunmute;\n    readonly        attribute MediaStreamTrackState readyState;\n                    attribute EventHandler onended;\n    MediaStreamTrack clone();\n    undefined stop();\n    MediaTrackCapabilities getCapabilities();\n    MediaTrackConstraints getConstraints();\n    MediaTrackSettings getSettings();\n    Promise<undefined> applyConstraints(optional MediaTrackConstraints constraints = {});\n};\n\nenum MediaStreamTrackState {\n    \"live\",\n    \"ended\"\n};\n\ndictionary MediaTrackSupportedConstraints {\n             boolean width = true;\n             boolean height = true;\n             boolean aspectRatio = true;\n             boolean frameRate = true;\n             boolean facingMode = true;\n             boolean resizeMode = true;\n             boolean volume = true;\n             boolean sampleRate = true;\n             boolean sampleSize = true;\n             boolean echoCancellation = true;\n             boolean autoGainControl = true;\n             boolean noiseSuppression = true;\n             boolean latency = true;\n             boolean channelCount = true;\n             boolean deviceId = true;\n             boolean groupId = true;\n};\n\ndictionary MediaTrackCapabilities {\n             ULongRange width;\n             ULongRange height;\n             DoubleRange aspectRatio;\n             DoubleRange frameRate;\n             sequence<DOMString> facingMode;\n             sequence<DOMString> resizeMode;\n             DoubleRange volume;\n             ULongRange sampleRate;\n             ULongRange sampleSize;\n             sequence<boolean> echoCancellation;\n             sequence<boolean> autoGainControl;\n             sequence<boolean> noiseSuppression;\n             DoubleRange latency;\n             ULongRange channelCount;\n             DOMString deviceId;\n             DOMString groupId;\n};\n\ndictionary MediaTrackConstraints : MediaTrackConstraintSet {\n             sequence<MediaTrackConstraintSet> advanced;\n};\n\ndictionary MediaTrackConstraintSet {\n             ConstrainULong width;\n             ConstrainULong height;\n             ConstrainDouble aspectRatio;\n             ConstrainDouble frameRate;\n             ConstrainDOMString facingMode;\n             ConstrainDOMString resizeMode;\n             ConstrainDouble volume;\n             ConstrainULong sampleRate;\n             ConstrainULong sampleSize;\n             ConstrainBoolean echoCancellation;\n             ConstrainBoolean autoGainControl;\n             ConstrainBoolean noiseSuppression;\n             ConstrainDouble latency;\n             ConstrainULong channelCount;\n             ConstrainDOMString deviceId;\n             ConstrainDOMString groupId;\n};\n\ndictionary MediaTrackSettings {\n             long width;\n             long height;\n             double aspectRatio;\n             double frameRate;\n             DOMString facingMode;\n             DOMString resizeMode;\n             double volume;\n             long sampleRate;\n             long sampleSize;\n             boolean echoCancellation;\n             boolean autoGainControl;\n             boolean noiseSuppression;\n             double latency;\n             long channelCount;\n             DOMString deviceId;\n             DOMString groupId;\n};\n\nenum VideoFacingModeEnum {\n    \"user\",\n    \"environment\",\n    \"left\",\n    \"right\"\n};\n\nenum VideoResizeModeEnum {\n    \"none\",\n    \"crop-and-scale\"\n};\n\n[Exposed=Window,\n Constructor(DOMString type, MediaStreamTrackEventInit eventInitDict)]\ninterface MediaStreamTrackEvent : Event {\n    [SameObject]\n    readonly        attribute MediaStreamTrack track;\n};\n\ndictionary MediaStreamTrackEventInit : EventInit {\n    required MediaStreamTrack track;\n};\n\npartial interface Navigator {\n    [SameObject, SecureContext]\n    readonly        attribute MediaDevices mediaDevices;\n};\n\n[Exposed=Window, SecureContext]\ninterface MediaDevices : EventTarget {\n                    attribute EventHandler ondevicechange;\n    Promise<sequence<MediaDeviceInfo>> enumerateDevices();\n};\n\n[Exposed=Window, SecureContext]\ninterface MediaDeviceInfo {\n    readonly        attribute DOMString deviceId;\n    readonly        attribute MediaDeviceKind kind;\n    readonly        attribute DOMString label;\n    readonly        attribute DOMString groupId;\n    [Default] object toJSON();\n};\n\nenum MediaDeviceKind {\n    \"audioinput\",\n    \"audiooutput\",\n    \"videoinput\"\n};\n\n[Exposed=Window] interface InputDeviceInfo : MediaDeviceInfo {\n    MediaTrackCapabilities getCapabilities();\n};\n\npartial interface Navigator {\n    [SecureContext]\n    undefined getUserMedia(MediaStreamConstraints constraints, NavigatorUserMediaSuccessCallback successCallback, NavigatorUserMediaErrorCallback errorCallback);\n};\n\npartial interface MediaDevices {\n    MediaTrackSupportedConstraints getSupportedConstraints();\n    Promise<MediaStream> getUserMedia(optional MediaStreamConstraints constraints = {});\n};\n\ndictionary MediaStreamConstraints {\n             (boolean or MediaTrackConstraints) video = false;\n             (boolean or MediaTrackConstraints) audio = false;\n};\n\ncallback NavigatorUserMediaSuccessCallback = undefined (MediaStream stream);\n\ncallback NavigatorUserMediaErrorCallback = undefined (MediaStreamError error);\n\ntypedef object MediaStreamError;\n\ndictionary DoubleRange {\n             double max;\n             double min;\n};\n\ndictionary ConstrainDoubleRange : DoubleRange {\n             double exact;\n             double ideal;\n};\n\ndictionary ULongRange {\n             [Clamp] unsigned long max;\n             [Clamp] unsigned long min;\n};\n\ndictionary ConstrainULongRange : ULongRange {\n             [Clamp] unsigned long exact;\n             [Clamp] unsigned long ideal;\n};\n\ndictionary ConstrainBooleanParameters {\n             boolean exact;\n             boolean ideal;\n};\n\ndictionary ConstrainDOMStringParameters {\n             (DOMString or sequence<DOMString>) exact;\n             (DOMString or sequence<DOMString>) ideal;\n};\n\ntypedef ([Clamp] unsigned long or ConstrainULongRange) ConstrainULong;\n\ntypedef (double or ConstrainDoubleRange) ConstrainDouble;\n\ntypedef (boolean or ConstrainBooleanParameters) ConstrainBoolean;\n\ntypedef (DOMString or sequence<DOMString> or ConstrainDOMStringParameters) ConstrainDOMString;\n\ndictionary Capabilities {\n};\n\ndictionary Settings {\n};\n\ndictionary ConstraintSet {\n};\n\ndictionary Constraints : ConstraintSet {\n             sequence<ConstraintSet> advanced;\n};\n"`', tests\webidl.rs:44:5
stack backtrace:
   0: std::panicking::begin_panic_handler
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\std\src\panicking.rs:575
   1: core::panicking::panic_fmt
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:64
   2: core::fmt::Arguments::new_v1
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\fmt\mod.rs:403
   3: core::panicking::assert_failed_inner
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\panicking.rs:258
   4: core::panicking::assert_failed<alloc::string::String,alloc::string::String>
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\panicking.rs:212
   5: webidl::should_write_same
             at .\tests\webidl.rs:44
   6: webidl::should_write_same_tests_defs_mediacapture_streams_webidl
             at .\tests\webidl.rs:38
   7: webidl::should_write_same_tests_defs_mediacapture_streams_webidl::closure$0
             at .\tests\webidl.rs:38
   8: core::ops::function::FnOnce::call_once<webidl::should_write_same_tests_defs_mediacapture_streams_webidl::closure_env$0,tuple$<> >
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14\library\core\src\ops\function.rs:250
   9: core::ops::function::FnOnce::call_once
             at /rustc/5ce39f42bd2c8bca9c570f0560ebe1fce4eddb14/library\core\src\ops\function.rs:250
note: Some details are omitted, run with `RUST_BACKTRACE=full` for a verbose backtrace.

---- should_write_same_tests_defs_streams_webidl stdout ----
thread 'should_write_same_tests_defs_streams_webidl' panicked at 'assertion failed: `(left == right)`
  left: `"[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStream {\n  constructor(optional object underlyingSource, optional QueuingStrategy strategy = {});\n\n  readonly attribute boolean locked;\n\n  Promise<undefined> cancel(optional any reason);\n  ReadableStreamReader getReader(optional ReadableStreamGetReaderOptions options = {});\n  ReadableStream pipeThrough(ReadableWritablePair transform, optional StreamPipeOptions options = {});\n  Promise<undefined> pipeTo(WritableStream destination, optional StreamPipeOptions options = {});\n  sequence<ReadableStream> tee();\n\n  async iterable<any>(optional ReadableStreamIteratorOptions options = {});\n};\n\ntypedef (ReadableStreamDefaultReader or ReadableStreamBYOBReader) ReadableStreamReader;\n\nenum ReadableStreamReaderMode { byob };\n\ndictionary ReadableStreamGetReaderOptions {\n  ReadableStreamReaderMode mode;\n};\n\ndictionary ReadableStreamIteratorOptions {\n  boolean preventCancel = false;\n};\n\ndictionary ReadableWritablePair {\n  required ReadableStream readable;\n  required WritableStream writable;\n};\n\ndictionary StreamPipeOptions {\n  boolean preventClose = false;\n  boolean preventAbort = false;\n  boolean preventCancel = false;\n  AbortSignal signal;\n};\n\ndictionary UnderlyingSource {\n  UnderlyingSourceStartCallback start;\n  UnderlyingSourcePullCallback pull;\n  UnderlyingSourceCancelCallback cancel;\n  ReadableStreamType type;\n  [EnforceRange] unsigned long long autoAllocateChunkSize;\n};\n\ntypedef (ReadableStreamDefaultController or ReadableByteStreamController) ReadableStreamController;\n\ncallback UnderlyingSourceStartCallback = any (ReadableStreamController controller);\ncallback UnderlyingSourcePullCallback = Promise<undefined> (ReadableStreamController controller);\ncallback UnderlyingSourceCancelCallback = Promise<undefined> (optional any reason);\n\nenum ReadableStreamType { bytes };\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStreamDefaultReader {\n  constructor(ReadableStream stream);\n\n  readonly attribute Promise<undefined> closed;\n\n  Promise<undefined> cancel(optional any reason);\n  Promise<any> read();\n  undefined releaseLock();\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStreamBYOBReader {\n  constructor(ReadableStream stream);\n\n  readonly attribute Promise<undefined> closed;\n\n  Promise<undefined> cancel(optional any reason);\n  Promise<any> read(ArrayBufferView view);\n  undefined releaseLock();\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStreamDefaultController {\n  readonly attribute unrestricted double? desiredSize;\n\n  undefined close();\n  undefined enqueue(optional any chunk);\n  undefined error(optional any e);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableByteStreamController {\n  readonly attribute ReadableStreamBYOBRequest? byobRequest;\n  readonly attribute unrestricted double? desiredSize;\n\n  undefined close();\n  undefined enqueue(ArrayBufferView chunk);\n  undefined error(optional any e);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ReadableStreamBYOBRequest {\n  readonly attribute ArrayBufferView? view;\n\n  undefined respond([EnforceRange] unsigned long long bytesWritten);\n  undefined respondWithNewView(ArrayBufferView view);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface WritableStream {\n  constructor(optional object underlyingSink, optional QueuingStrategy strategy = {});\n\n  readonly attribute boolean locked;\n\n  Promise<undefined> abort(optional any reason);\n  Promise<undefined> close();\n  WritableStreamDefaultWriter getWriter();\n};\n\ndictionary UnderlyingSink {\n  UnderlyingSinkStartCallback start;\n  UnderlyingSinkWriteCallback write;\n  UnderlyingSinkCloseCallback close;\n  UnderlyingSinkAbortCallback abort;\n  any type;\n};\n\ncallback UnderlyingSinkStartCallback = any (WritableStreamDefaultController controller);\ncallback UnderlyingSinkWriteCallback = Promise<undefined> (WritableStreamDefaultController controller, optional any chunk);\ncallback UnderlyingSinkCloseCallback = Promise<undefined> ();\ncallback UnderlyingSinkAbortCallback = Promise<undefined> (optional any reason);\n\n[Exposed=(Window,Worker,Worklet)]\ninterface WritableStreamDefaultWriter {\n  constructor(WritableStream stream);\n\n  readonly attribute Promise<undefined> closed;\n  readonly attribute unrestricted double? desiredSize;\n  readonly attribute Promise<undefined> ready;\n\n  Promise<undefined> abort(optional any reason);\n  Promise<undefined> close();\n  undefined releaseLock();\n  Promise<undefined> write(optional any chunk);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface WritableStreamDefaultController {\n  undefined error(optional any e);\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface TransformStream {\n  constructor(optional object transformer,\n              optional QueuingStrategy writableStrategy = {},\n              optional QueuingStrategy readableStrategy = {});\n\n  readonly attribute ReadableStream readable;\n  readonly attribute WritableStream writable;\n};\n\ndictionary Transformer {\n  TransformerStartCallback start;\n  TransformerTransformCallback transform;\n  TransformerFlushCallback flush;\n  any readableType;\n  any writableType;\n};\n\ncallback TransformerStartCallback = any (TransformStreamDefaultController controller);\ncallback TransformerFlushCallback = Promise<undefined> (TransformStreamDefaultController controller);\ncallback TransformerTransformCallback = Promise<undefined> (TransformStreamDefaultController controller, optional any chunk);\n\n[Exposed=(Window,Worker,Worklet)]\ninterface TransformStreamDefaultController {\n  readonly attribute unrestricted double? desiredSize;\n\n  undefined enqueue(optional any chunk);\n  undefined error(optional any reason);\n  undefined terminate();\n};\n\ndictionary QueuingStrategy {\n  unrestricted double highWaterMark;\n  QueuingStrategySize size;\n};\n\ncallback QueuingStrategySize = unrestricted double (optional any chunk);\n\ndictionary QueuingStrategyInit {\n  required unrestricted double highWaterMark;\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface ByteLengthQueuingStrategy {\n  constructor(QueuingStrategyInit init);\n\n  readonly attribute unrestricted double highWaterMark;\n  readonly attribute Function size;\n};\n\n[Exposed=(Window,Worker,Worklet)]\ninterface CountQueuingStrategy {\n  constructor(QueuingStrategyInit init);\n\n  readonly attribute unrestricted double highWaterMark;\n  readonly attribute Function size;\n};\n"`,
